Ticker,Empresa,setor_original,Setor,PL,PVP,ROE,DivYield,MarketCap,Preco,Categoria,Score,PrecoJusto,Desconto_%,Ranking,Risco,Farol
MDNE3,MOURA DUBEUXON      NM,Real Estate,Imobiliário,7.9807696,1.5505323,0.20983,0.14880000000000002,3445762077.583969,33.20000076293945,Small Caps,60,39.41,18.704816549259395,38.0,Baixo,🟢
KEPL3,KEPLER WEBERON      NM,Industrials,Indústria,9.3,1.8737408,0.20629999,0.0642,1450787564.663744,8.369999885559082,Small Caps,60,10.88,29.98805434599192,38.0,Baixo,🟢
TGMA3,TEGMA       ON      NM,Industrials,Indústria,8.815789,2.4686809,0.29378998,0.1173,2429806797.5869446,36.849998474121094,Small Caps,60,45.88,24.504754137833885,38.0,Baixo,🟢
PINE3,PINE        ON      N2,Financial Services,Serviços Financeiros,5.948718,2.0987878,0.33765998,0.061399999999999996,2749336065.612797,11.600000381469727,Small Caps,60,13.96,20.344823628628728,38.0,Baixo,🟢
ENMT4,ENERGISA MT PN,Utilities,Utilidades Públicas,12.322275,2.8711832,0.25207,0.1058,11560317808.0,52.0,Mid Caps,50,41.77,-19.673076923076916,36.0,Baixo,🟢
RDOR3,REDE D OR   ON      NM,Healthcare,Saúde,18.646227,4.5068974,0.20047002,0.0866,87215855961.28738,39.529998779296875,Blue Chips,50,29.56,-25.221348563558475,36.0,Baixo,🟢
CLSC3,CELESC      ON      N2,Utilities,Utilidades Públicas,7.2266903,1.210515,0.19126,0.0594,5475208015.737442,124.01000213623047,Small Caps,85,185.76,49.79436884126043,36.0,Baixo,🟢
FIQE3,UNIFIQUE    ON      NM,Communication Services,Comunicação,11.02,1.6881129,0.16124001,0.15869999999999998,2144638352.0368862,5.510000228881836,Small Caps,35,7.58,37.568052361737124,36.0,Baixo,🟢
BRAP3,BRADESPAR   ON      N1,Financial Services,Serviços Financeiros,7.437037,0.8651444,0.12597,0.16210000000000002,8344400712.775455,20.079999923706055,Small Caps,65,29.98,49.302789411897365,36.0,Baixo,🟢
CURY3,CURY S/A    ON      NM,Real Estate,Imobiliário,12.342281,7.749684,0.6767,0.14,11368669375.641602,36.779998779296875,Mid Caps,50,27.11,-26.291460305159198,36.0,Baixo,🟢
EQPA5,EQTL PARA   PNA,Utilities,Utilidades Públicas,10.599999,3.4610362,0.3318,0.08289999999999999,17562137934.30257,7.949999809265137,Mid Caps,50,6.99,-12.075469588644872,36.0,Baixo,🟢
REDE3,REDE ENERGIAON,Utilities,Utilidades Públicas,9.676924,3.189655,0.30802,0.0941,16154004565.340782,6.289999961853027,Mid Caps,75,5.98,-4.928457293053801,36.0,Baixo,🟢
EZTC3,EZTEC       ON      NM,Real Estate,Imobiliário,7.6224484,0.8072621,0.10967,0.084,4143743746.9955206,14.9399995803833,Small Caps,65,22.17,48.3935784650886,36.0,Baixo,🟢
CMIN3,CSNMINERACAOON      N2,Basic Materials,Materiais Básicos,11.711111,2.8348575,0.25948998,0.1005,28626874611.651974,5.269999980926514,Mid Caps,50,4.12,-21.821631595610235,36.0,Baixo,🟢
ENMT3,ENERGISA MT ON,Utilities,Utilidades Públicas,11.848342,2.7607532,0.25207,0.11,10947096950.0,50.0,Mid Caps,50,41.77,-16.459999999999997,36.0,Baixo,🟢
BBSE3,BBSEGURIDADEON      NM,Financial Services,Serviços Financeiros,7.494623,6.5152364,0.89815,0.15289999999999998,67651336616.59112,34.849998474121094,Blue Chips,75,32.77,-5.968432037854054,36.0,Baixo,🟢
EVEN3,EVEN        ON      NM,Real Estate,Imobiliário,8.202127,0.7638201,0.104119994,0.1016,1509748853.8798246,7.710000038146973,Small Caps,65,11.24,45.78469447973479,36.0,Baixo,🟢
CXSE3,CAIXA SEGURION      NM,Financial Services,Serviços Financeiros,12.636364,4.0004425,0.32463002,0.07429999999999999,54209999084.47266,18.06999969482422,Blue Chips,50,10.59,-41.394575656615594,36.0,Baixo,🟢
COGN3,COGNA ON    ON      NM,Consumer Defensive,Consumo Defensivo,5.109375,0.511337,0.10893,0.0553,6525573290.917176,3.2699999809265137,Small Caps,65,9.81,100.0,34.0,Baixo,🟢
EUCA3,EUCATEX     ON      N1,Industrials,Indústria,6.8471336,0.7065164,0.10971,0.049400000000000006,1980901984.0,21.5,Small Caps,50,51.97,100.0,34.0,Baixo,🟢
ALUP3,ALUPAR      ON      N2,Utilities,Utilidades Públicas,11.269566,0.47467312,0.14232999,0.0203,12815892626.6828,12.960000038146973,Mid Caps,40,26.4,100.0,34.0,Baixo,🟢
ALUP4,ALUPAR      PN      N2,Utilities,Utilidades Públicas,9.556521,0.40251988,0.14232999,0.0233,11778517440.1762,10.989999771118164,Mid Caps,65,26.4,100.0,34.0,Baixo,🟢
WHRL4,WHIRLPOOL   PN,Consumer Cyclical,Consumo Cíclico,9.787234,3.2258065,0.30252,0.1109,6912815484.283158,4.599999904632568,Small Caps,60,4.89,6.304350029994077,34.0,Baixo,🟢
IGTI3,IGUATEMI S.AON      N1,Real Estate,Imobiliário,6.93617,0.20793468,0.13001001,0.0302,3932463093.256046,3.259999990463257,Small Caps,50,9.78,100.0,34.0,Baixo,🟢
EUCA4,EUCATEX     PN      N1,Industrials,Indústria,6.643312,0.68548524,0.10971,0.0546,2000112325.2621307,20.860000610351562,Small Caps,65,51.97,100.0,34.0,Baixo,🟢
BLAU3,BLAU        ON      NM,Healthcare,Saúde,6.2941175,1.051597,0.14319,0.0768,2471539038.643115,10.699999809265137,Small Caps,65,27.29,100.0,34.0,Baixo,🟢
BGIP3,BANESE      ON,Financial Services,Serviços Financeiros,8.020618,1.4271957,0.15865,0.0817,1351130354.5168152,62.2400016784668,Small Caps,85,68.8,10.53984277735449,34.0,Baixo,🟢
SBFG3,GRUPO SBF   ON      NM,Consumer Cyclical,Consumo Cíclico,8.792857,0.8925465,0.112220004,0.0487,2827894694.9257593,12.3100004196167,Small Caps,50,23.44,90.4142908285121,34.0,Baixo,🟢
WHRL3,WHIRLPOOL   ON,Consumer Cyclical,Consumo Cíclico,9.255319,3.0504909,0.30252,0.1106,6605255667.38936,4.349999904632568,Small Caps,60,4.89,12.413795567957454,34.0,Baixo,🟢
CLSC4,CELESC      PN      N2,Utilities,Utilidades Públicas,8.615161,1.4422513,0.19126,0.0554,5698952570.25,147.75,Small Caps,85,185.7,25.685279187817244,32.0,Baixo,🟢
VIVA3,VIVARA S.A. ON      NM,Consumer Cyclical,Consumo Cíclico,9.419047,2.3756905,0.28418,0.046799999999999994,6974580739.314556,29.670000076293945,Small Caps,45,35.85,20.829120012857082,32.0,Baixo,🟢
LEVE3,METAL LEVE  ON      NM,Consumer Cyclical,Consumo Cíclico,8.299999,5.5162287,0.58611,0.0352,4837386723.865509,35.689998626708984,Small Caps,45,41.73,16.923512484449677,32.0,Baixo,🟢
LREN3,LOJAS RENNERON      NM,Consumer Cyclical,Consumo Cíclico,11.544776,1.453128,0.13732,0.0625,15194622752.595497,15.470000267028809,Mid Caps,55,19.97,29.08855627211613,32.0,Baixo,🟢
BRAP4,BRADESPAR   PN      N1,Financial Services,Serviços Financeiros,8.544444,0.9939681,0.12597,0.1536,9068738672.736435,23.06999969482422,Small Caps,65,29.98,29.952320748084137,32.0,Baixo,🟢
PINE4,PINE        PN      N2,Financial Services,Serviços Financeiros,6.133333,2.1639225,0.33765998,0.0504,2834660204.1612797,11.960000038146973,Small Caps,60,13.96,16.722407654464355,32.0,Baixo,🟢
PSSA3,PORTO SEGUROON      NM,Financial Services,Serviços Financeiros,9.68714,2.0531282,0.22815001,0.048799999999999996,32308074013.125916,50.470001220703125,Mid Caps,60,43.76,-13.295028845671276,30.0,Baixo,🟢
UNIP3,UNIPAR      ON,Basic Materials,Materiais Básicos,9.951588,2.9723012,0.29680002,0.142,7342505088.082489,65.77999877929688,Small Caps,60,57.02,-13.317116056338286,30.0,Baixo,🟢
EGIE3,ENGIE BRASILON      NM,Utilities,Utilidades Públicas,14.628319,2.9602437,0.2182,0.0482,37766797374.94827,33.060001373291016,Mid Caps,35,23.09,-30.15729267738544,30.0,Baixo,🟢
CMIG3,CEMIG       ON      N1,Utilities,Utilidades Públicas,6.807018,1.545355,0.1416,0.1082,44397784133.67624,15.520000457763672,Mid Caps,55,21.64,39.43298557813433,30.0,Baixo,🟢
NEOE3,NEOENERGIA  ON      NM,Utilities,Utilidades Públicas,7.9565215,1.0968665,0.14588,0.0444,39982479682.223145,32.939998626708984,Mid Caps,65,47.6,44.505166923122275,30.0,Baixo,🟢
UNIP6,UNIPAR      PNB,Basic Materials,Materiais Básicos,10.366111,3.0961094,0.29680002,0.14529999999999998,7648349548.851845,68.5199966430664,Small Caps,35,57.02,-16.783416822058616,30.0,Baixo,🟢
WIZC3,WIZ CO      ON      NM,Financial Services,Serviços Financeiros,8.142857,2.22044,0.27255,0.0601,1549501505.1702337,9.6899995803833,Small Caps,60,9.13,-5.779149686621022,30.0,Baixo,🟢
CPFE3,CPFL ENERGIAON      NM,Utilities,Utilidades Públicas,10.521097,2.5550773,0.25354,0.056799999999999996,57462927741.929474,49.869998931884766,Blue Chips,50,46.34,-7.078401859816019,30.0,Baixo,🟢
PLPL3,PLANOEPLANO ON      NM,Real Estate,Imobiliário,9.262821,2.962887,0.38394,0.106,2932046282.298031,14.449999809265137,Small Caps,60,14.06,-2.698960653377125,30.0,Baixo,🟢
UNIP5,UNIPAR      PNA,Basic Materials,Materiais Básicos,10.213313,3.0504723,0.29680002,0.1469,7535611787.480644,67.51000213623047,Small Caps,35,57.02,-15.53844142244637,30.0,Baixo,🟢
SMTO3,SAO MARTINHOON      NM,Basic Materials,Materiais Básicos,7.9568963,0.9869019,0.11124,0.0495,5958394656.352226,18.459999084472656,Small Caps,50,27.05,46.53305168770399,30.0,Baixo,🟢
B3SA3,B3          ON      NM,Financial Services,Serviços Financeiros,22.240963,5.329099,0.25591,0.034300000000000004,92536346488.4614,18.459999084472656,Blue Chips,35,9.23,-49.99999752024,30.0,Médio,🟡
UGPA3,ULTRAPAR    ON      NM,Energy,Energia,11.5872345,1.8575618,0.16381,0.0655,29102373413.03984,27.229999542236328,Mid Caps,50,22.23,-18.362099251896247,30.0,Baixo,🟢
TIMS3,TIM         ON      NM,Communication Services,Comunicação,15.229051,2.7156804,0.17117001,0.1039,65115099004.442795,27.260000228881836,Blue Chips,50,25.47,-6.566398436729804,30.0,Baixo,🟢
ABEV3,AMBEV S/A   ON,Consumer Defensive,Consumo Defensivo,15.808081,2.7797513,0.16976999,0.1549,244398615316.41837,15.649999618530273,Blue Chips,50,13.63,-12.907346119922625,30.0,Baixo,🟢
ODPV3,ODONTOPREV  ON      NM,Healthcare,Saúde,13.046728,5.897761,0.447,0.073,7609500897.353655,13.960000038146973,Small Caps,35,13.44,-3.7249286298425943,30.0,Baixo,🟢
TRIS3,TRISUL      ON      NM,Real Estate,Imobiliário,7.5,1.1043534,0.14347,0.1604,1611212701.8691616,6.900000095367432,Small Caps,65,9.26,34.20289669585716,30.0,Baixo,🟢
MOTV3,MOTIVA SA   ON      NM,Industrials,Indústria,11.172414,2.0626433,0.20778,0.0207,32569901706.88036,16.200000762939453,Mid Caps,35,18.27,12.777772466505422,28.0,Médio,🟡
FLRY3,FLEURY      ON      NM,Healthcare,Saúde,14.863636,1.651682,0.10616,0.11869999999999999,8911003158.756903,16.350000381469727,Small Caps,15,21.72,32.84403359779955,24.0,Baixo,🟢
SBSP3,SABESP      ON      NM,Utilities,Utilidades Públicas,14.57756,2.4621012,0.17889999,0.0429,104626786994.39992,149.4199981689453,Blue Chips,35,109.98,-26.395394627398893,24.0,Baixo,🟢
TEND3,TENDA       ON      NM,Real Estate,Imobiliário,8.915697,3.9872596,0.37199003,0.040999999999999995,3716648759.565445,30.670000076293945,Small Caps,45,29.04,-5.314639948611665,24.0,Baixo,🟢
CEBR3,CEB         ON,Utilities,Utilidades Públicas,12.813008,2.283727,0.18868,0.1431,2346552484.7988853,31.520000457763672,Small Caps,35,25.97,-17.607869216882122,24.0,Baixo,🟢
BMEB4,MERCANTIL   PN      N1,Financial Services,Serviços Financeiros,16.746641,4.039352,0.40597,0.0227,10764915993.5,87.25,Mid Caps,35,44.56,-48.928366762177646,24.0,Médio,🟡
MULT3,MULTIPLAN   ON      N2,Real Estate,Imobiliário,14.404348,2.5736036,0.19108,0.0378,16230123278.381134,33.130001068115234,Mid Caps,35,22.17,-33.081801131190694,24.0,Baixo,🟢
CEBR5,CEB         PNA,Utilities,Utilidades Públicas,12.223577,2.1786697,0.18868,0.1491,2316424474.700966,30.06999969482422,Small Caps,35,25.97,-13.63485113546552,24.0,Baixo,🟢
CEBR6,CEB         PNB,Utilities,Utilidades Públicas,12.682927,2.260542,0.18868,0.1588,2248955802.994137,31.200000762939453,Small Caps,35,25.97,-16.762822548234833,24.0,Baixo,🟢
MILS3,MILLS       ON      NM,Industrials,Indústria,12.096,2.0415878,0.18961,0.0512,3427826113.4153194,15.119999885559082,Small Caps,35,16.32,7.936508753462501,22.0,Baixo,🟢
BMOB3,BEMOBI TECH ON      NM,Communication Services,Comunicação,13.943182,1.822909,0.13066,0.0934,2070782210.2558136,24.540000915527344,Small Caps,15,28.4,15.729417035311899,20.0,Baixo,🟢
SLCE3,SLC AGRICOLAON      NM,Consumer Defensive,Consumo Defensivo,14.715517,1.6090112,0.11078,0.0771,8481168237.774506,17.06999969482422,Small Caps,15,19.77,15.817225269162982,20.0,Baixo,🟢
FRAS3,"FRAS,LE     ON      N1",Consumer Cyclical,Consumo Cíclico,18.704546,2.841524,0.16083999,0.0308,6847403544.902918,24.690000534057617,Small Caps,20,17.94,-27.339005216895817,18.0,Baixo,🟢
BMEB3,MERCANTIL   ON      N1,Financial Services,Serviços Financeiros,14.10728,3.409259,0.40597,0.0229,9513000693.953247,73.63999938964844,Small Caps,20,44.61,-39.42150954679282,18.0,Médio,🟡
IGTI4,IGUATEMI S.APN      N1,Real Estate,Imobiliário,25.319149,0.75902534,0.13001001,0.024300000000000002,14354696149.241833,11.899999618530273,Mid Caps,40,11.35,-4.6218456820270255,18.0,Médio,🟡
GGPS3,GPS         ON      NM,Industrials,Indústria,20.818182,3.525789,0.18178,0.029900000000000003,13740182586.395119,18.31999969482422,Mid Caps,35,11.43,-37.60916926636624,18.0,Médio,🟡
SMFT3,SMART FIT   ON      NM,Consumer Cyclical,Consumo Cíclico,19.875,1.9912336,0.107480004,0.0791,11755704200.553236,19.079999923706055,Mid Caps,30,16.17,-15.251571988166035,18.0,Baixo,🟢
CPLE3,COPEL       ON      NM,Utilities,Utilidades Públicas,16.800001,1.9414483,0.10955,0.0842,44907474117.54234,15.119999885559082,Mid Caps,30,11.04,-26.984126431481247,18.0,Baixo,🟢
BEES3,BANESTES    ON  EJ,Financial Services,Serviços Financeiros,8.806123,1.2376308,0.14352,0.0404,2998960819.7486935,8.630000114440918,Small Caps,50,9.81,13.673231401058072,16.0,Baixo,🟢
TTEN3,3TENTOS     ON      NM,Basic Materials,Materiais Básicos,9.209302,1.7410421,0.18494,0.0235,7911770356.694668,15.84000015258789,Small Caps,45,16.85,6.37626160153224,16.0,Baixo,🟢
BEES4,BANESTES    PN  EJ,Financial Services,Serviços Financeiros,8.979592,1.2620106,0.14352,0.0395,3071174854.565921,8.800000190734863,Small Caps,50,9.81,11.477270311067977,16.0,Baixo,🟢
VAMO3,VAMOS       ON      NM,Industrials,Indústria,10.461538,1.6531605,0.10601,0.0365,4349209371.3919735,4.079999923706055,Small Caps,0,5.06,24.0196101622415,14.0,Baixo,🟢
MOVI3,MOVIDA      ON      NM,Industrials,Indústria,20.52381,1.5760604,0.10215,0.0748,4372483457.580002,12.930000305175781,Small Caps,15,12.6,-2.552206476311414,12.0,Médio,🟡
EQTL3,EQUATORIAL  ON      NM,Utilities,Utilidades Públicas,16.328186,1.858656,0.1313,0.057999999999999996,53211003484.41383,42.290000915527344,Blue Chips,30,32.32,-23.5753149673419,12.0,Baixo,🟢
